,STATE/UT,DISTRICT,STATE/UT_enc,DISTRICT_enc
2815,UTTAR PRADESH,SHAHJAHANPUR,32,666
2816,UTTAR PRADESH,SHRAWASTI,32,675
2817,UTTAR PRADESH,SIDHARTHNAGAR,32,680
2818,UTTAR PRADESH,SITAPUR,32,694
2819,UTTAR PRADESH,SONBHADRA,32,700
2820,UTTAR PRADESH,ST.RAVIDASNAGAR,32,715
2821,UTTAR PRADESH,SULTANPUR,32,720
2822,UTTAR PRADESH,UNNAO,32,770
2823,UTTAR PRADESH,VARANASI,32,779
2825,UTTARAKHAND,ALMORA,33,16
2826,UTTARAKHAND,BAGESHWAR,33,49
2827,UTTARAKHAND,CHAMOLI,33,135
2828,UTTARAKHAND,CHAMPAWAT,33,136
2829,UTTARAKHAND,DEHRADUN,33,190
2830,UTTARAKHAND,HARIDWAR,33,290
2831,UTTARAKHAND,NAINITAL,33,522
2832,UTTARAKHAND,PAURI GARHWAL,33,576
2833,UTTARAKHAND,PITHORAGARH,33,581
2834,UTTARAKHAND,RUDRA PRAYAG,33,636
2835,UTTARAKHAND,TEHRI GARHWAL,33,731
2836,UTTARAKHAND,UDHAMSINGH NAGAR,33,763
2837,UTTARAKHAND,UTTARKASHI,33,774
2839,WEST BENGAL,24 PARGANAS NORTH,34,0
2840,WEST BENGAL,24 PARGANAS SOUTH,34,1
2841,WEST BENGAL,ASANSOL,34,37
2842,WEST BENGAL,BANKURA,34,64
2843,WEST BENGAL,BIRBHUM,34,108
2844,WEST BENGAL,BURDWAN,34,122
2845,WEST BENGAL,COOCHBEHAR,34,162
2846,WEST BENGAL,DAKSHIN DINAJPUR,34,177
2847,WEST BENGAL,DARJEELING,34,183
2848,WEST BENGAL,HOOGHLY,34,298
2849,WEST BENGAL,HOWRAH,34,301
2850,WEST BENGAL,HOWRAH CITY,34,302
2851,WEST BENGAL,HOWRAH G.R.P.,34,303
2852,WEST BENGAL,JALPAIGURI,34,335
2853,WEST BENGAL,KHARAGPUR G.R.P.,34,402
2854,WEST BENGAL,KOLKATA,34,422
2855,WEST BENGAL,MALDA,34,477
2856,WEST BENGAL,MURSHIDABAD,34,508
2857,WEST BENGAL,NADIA,34,515
2858,WEST BENGAL,PASCHIM MIDNAPUR,34,569
2859,WEST BENGAL,PURAB MIDNAPUR,34,594
2860,WEST BENGAL,PURULIA,34,597
2861,WEST BENGAL,SEALDAH G.R.P.,34,660
2862,WEST BENGAL,SILIGURI G.R.P.,34,684
2863,WEST BENGAL,UTTAR DINAJPUR,34,772
2865,A & N ISLANDS,ANDAMAN,0,30
2866,A & N ISLANDS,NICOBAR,0,543
2868,CHANDIGARH,CHANDIGARH,5,139
2870,D & N HAVELI,D and N HAVELI,7,175
2872,DAMAN & DIU,DAMAN,8,179
2873,DAMAN & DIU,DIU,8,213
2875,DELHI UT,CENTRAL,9,131
2877,DELHI UT,EAST,9,218
2878,DELHI UT,G.R.P.(RLY),9,242
2879,DELHI UT,I.G.I. AIRPORT,9,305
2880,DELHI UT,NEW DELHI,9,542
2881,DELHI UT,NORTH,9,546
2882,DELHI UT,NORTH EAST,9,547
2883,DELHI UT,NORTH WEST,9,549
2884,DELHI UT,S.T.F.,9,638
2885,DELHI UT,SOUTH,9,705
2886,DELHI UT,SOUTH WEST,9,707
2887,DELHI UT,WEST,9,799
2888,LAKSHADWEEP,LAKSHADWEEP,18,452
2890,PUDUCHERRY,PONDICHERRY,26,582
2892,ANDHRA PRADESH,ADILABAD,1,3
2893,ANDHRA PRADESH,ANANTAPUR,1,28
2894,ANDHRA PRADESH,CHITTOOR,1,154
2895,ANDHRA PRADESH,CUDDAPAH,1,172
2896,ANDHRA PRADESH,CYBERABAD,1,174
2897,ANDHRA PRADESH,EAST GODAVARI,1,219
2898,ANDHRA PRADESH,GUNTAKAL RLY.,1,276
2899,ANDHRA PRADESH,GUNTUR,1,277
2900,ANDHRA PRADESH,HYDERABAD CITY,1,304
2901,ANDHRA PRADESH,KARIMNAGAR,1,386
2902,ANDHRA PRADESH,KHAMMAM,1,399
2903,ANDHRA PRADESH,KRISHNA,1,438
2904,ANDHRA PRADESH,KURNOOL,1,443
2905,ANDHRA PRADESH,MAHABOOBNAGAR,1,469
2906,ANDHRA PRADESH,MEDAK,1,489
2907,ANDHRA PRADESH,NALGONDA,1,525
2908,ANDHRA PRADESH,NELLORE,1,541
2909,ANDHRA PRADESH,NIZAMABAD,1,545
2910,ANDHRA PRADESH,PRAKASHAM,1,586
2911,ANDHRA PRADESH,RANGA REDDY,1,624
2912,ANDHRA PRADESH,SECUNDERABAD RLY.,1,661
2913,ANDHRA PRADESH,SRIKAKULAM,1,711
2914,ANDHRA PRADESH,VIJAYAWADA,1,782
2915,ANDHRA PRADESH,VIJAYAWADA RLY.,1,784
2916,ANDHRA PRADESH,VISAKHA RURAL,1,788
2917,ANDHRA PRADESH,VISAKHAPATNAM,1,789
2918,ANDHRA PRADESH,VIZIANAGARAM,1,790
2919,ANDHRA PRADESH,WARANGAL,1,794
2920,ANDHRA PRADESH,WEST GODAVARI,1,800
2922,ARUNACHAL PRADESH,CHANGLANG,2,142
2923,ARUNACHAL PRADESH,DIBANG VALLEY,2,208
2924,ARUNACHAL PRADESH,K/KUMEY,2,363
2925,ARUNACHAL PRADESH,KAMENG EAST,2,367
2926,ARUNACHAL PRADESH,KAMENG WEST,2,368
2927,ARUNACHAL PRADESH,LOHIT,2,459
2928,ARUNACHAL PRADESH,PAPUM PARE,2,567
2929,ARUNACHAL PRADESH,SIANG EAST,2,676
2930,ARUNACHAL PRADESH,SIANG UPPER,2,677
2931,ARUNACHAL PRADESH,SIANG WEST,2,678
2932,ARUNACHAL PRADESH,SUBANSIRI LOWER,2,717
2933,ARUNACHAL PRADESH,SUBANSIRI UPPER,2,718
2934,ARUNACHAL PRADESH,TAWANG,2,730
2935,ARUNACHAL PRADESH,TIRAP,2,748
2936,ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2,771
2938,ASSAM,BARPETA,3,73
2939,ASSAM,BASKA,3,75
2940,ASSAM,BONGAIGAON,3,114
2941,ASSAM,C.I.D.,3,125
2942,ASSAM,CACHAR,3,126
2943,ASSAM,CHIRANG,3,151
2944,ASSAM,DARRANG,3,184
2945,ASSAM,DHEMAJI,3,203
2946,ASSAM,DHUBRI,3,206
2947,ASSAM,DIBRUGARH,3,209
2948,ASSAM,G.R.P.,3,239
2949,ASSAM,GOALPARA,3,262
2950,ASSAM,GOLAGHAT,3,264
2951,ASSAM,GUWAHATI CITY,3,281
2952,ASSAM,HAILAKANDI,3,283
2953,ASSAM,JORHAT,3,360
2954,ASSAM,KAMRUP,3,369
2955,ASSAM,KARBI ANGLONG,3,383
2956,ASSAM,KARIMGANJ,3,385
2957,ASSAM,KOKRAJHAR,3,418
2958,ASSAM,LAKHIMPUR,3,450
2959,ASSAM,MORIGAON,3,500
2960,ASSAM,N.C.HILLS,3,514
2961,ASSAM,NAGAON,3,516
2962,ASSAM,NALBARI,3,524
2963,ASSAM,R.P.O.,3,598
2964,ASSAM,SIBSAGAR,3,679
2965,ASSAM,SONITPUR,3,703
2966,ASSAM,TINSUKIA,3,747
2967,ASSAM,UDALGURI,3,761
2969,BIHAR,ARARIA,4,34
2970,BIHAR,ARWAL,4,36
2971,BIHAR,AURANGABAD,4,40
2972,BIHAR,BAGAHA,4,47
2973,BIHAR,BANKA,4,63
2974,BIHAR,BEGUSARAI,4,80
2975,BIHAR,BETTIAH,4,85
2976,BIHAR,BHABHUA,4,87
2977,BIHAR,BHAGALPUR,4,89
2978,BIHAR,BHOJPUR,4,99
2979,BIHAR,BUXAR,4,124
2980,BIHAR,DARBHANGA,4,182
2981,BIHAR,GAYA,4,258
2982,BIHAR,GOPALGANJ,4,268
2983,BIHAR,JAMALPUR RLY.,4,336
2984,BIHAR,JAMUI,4,342
2985,BIHAR,JEHANABAD,4,346
2986,BIHAR,KATIHAR,4,391
2987,BIHAR,KATIHAR RLY.,4,392
2988,BIHAR,KHAGARIA,4,398
2989,BIHAR,KISHANGANJ,4,413
2990,BIHAR,LAKHISARAI,4,451
2991,BIHAR,MADHEPURA,4,465
2992,BIHAR,MADHUBANI,4,466
2993,BIHAR,MOTIHARI,4,501
2994,BIHAR,MUNGER,4,507
2995,BIHAR,MUZAFFARPUR,4,510
2996,BIHAR,MUZAFFARPUR RLY.,4,511
2997,BIHAR,NALANDA,4,523
2998,BIHAR,NAUGACHIA,4,534
2999,BIHAR,NAWADAH,4,537
3000,BIHAR,PATNA,4,574
3001,BIHAR,PATNA RLY.,4,575
3002,BIHAR,PURNEA,4,596
3003,BIHAR,ROHTAS,4,633
3004,BIHAR,SAHARSA,4,641
3005,BIHAR,SAMASTIPUR,4,646
3006,BIHAR,SARAN,4,653
3007,BIHAR,SHEIKHPURA,4,668
3008,BIHAR,SHEOHAR,4,669
3009,BIHAR,SITAMARHI,4,693
3010,BIHAR,SIWAN,4,696
3011,BIHAR,SUPAUL,4,722
3012,BIHAR,VAISHALI,4,777
3014,CHHATTISGARH,BALRAMPUR,6,58
3015,CHHATTISGARH,BILASPUR,6,107
3016,CHHATTISGARH,BIZAPUR,6,110
3017,CHHATTISGARH,DANTEWARA,6,181
3018,CHHATTISGARH,DHAMTARI,6,196
3019,CHHATTISGARH,DURG,6,217
3020,CHHATTISGARH,GRP RAIPUR,6,271
3021,CHHATTISGARH,JAGDALPUR,6,318
3022,CHHATTISGARH,JANJGIR,6,343
3023,CHHATTISGARH,JASHPUR,6,344
3024,CHHATTISGARH,KABIRDHAM,6,364
3025,CHHATTISGARH,KANKER,6,373
3026,CHHATTISGARH,KORBA,6,429
3027,CHHATTISGARH,KORIYA,6,430
3028,CHHATTISGARH,MAHASAMUND,6,471
3029,CHHATTISGARH,NARAYANPUR,6,529
3030,CHHATTISGARH,RAIGARH,6,602
3031,CHHATTISGARH,RAIPUR,6,608
3032,CHHATTISGARH,RAJNANDGAON,6,614
3033,CHHATTISGARH,SARGUJA,6,654
3034,CHHATTISGARH,SURAJPUR,6,723
3036,GOA,NORTH GOA,10,548
3037,GOA,SOUTH GOA,10,706
3039,GUJARAT,AHMEDABAD COMMR.,11,5
3040,GUJARAT,AHMEDABAD RURAL,11,6
3041,GUJARAT,AHWA-DANG,11,8
3042,GUJARAT,AMRELI,11,24
3043,GUJARAT,ANAND,11,27
3044,GUJARAT,BHARUCH,11,92
3045,GUJARAT,BHAVNAGAR,11,94
3046,GUJARAT,DAHOD,11,176
3047,GUJARAT,GANDHINAGAR,11,249
3048,GUJARAT,HIMATNAGAR,11,295
3049,GUJARAT,JAMNAGAR,11,338
3050,GUJARAT,JUNAGADH,11,361
3051,GUJARAT,KHEDA NORTH,11,406
3052,GUJARAT,KUTCH,11,446
3053,GUJARAT,MEHSANA,11,491
3054,GUJARAT,NARMADA,11,530
3055,GUJARAT,NAVSARI,11,536
3056,GUJARAT,PALANPUR,11,559
3057,GUJARAT,PANCHMAHAL,11,563
3058,GUJARAT,PATAN,11,570
3059,GUJARAT,PORBANDAR,11,584
3060,GUJARAT,RAJKOT COMMR.,11,612
3061,GUJARAT,RAJKOT RURAL,11,613
3062,GUJARAT,SURAT COMMR.,11,724
3063,GUJARAT,SURAT RURAL,11,725
3064,GUJARAT,SURENDRANAGAR,11,726
3065,GUJARAT,VADODARA COMMR.,11,775
3066,GUJARAT,VADODARA RURAL,11,776
3067,GUJARAT,VALSAD,11,778
3068,GUJARAT,W.RLY,11,791
3070,HARYANA,AMBALA,12,18
3071,HARYANA,BHIWANI,12,98
3072,HARYANA,FARIDABAD,12,228
3073,HARYANA,FATEHABAD,12,230
3074,HARYANA,GRP,12,270
3075,HARYANA,GURGAON,12,280
3076,HARYANA,HISSAR,12,297
3077,HARYANA,JHAJJAR,12,348
3078,HARYANA,JIND,12,354
3079,HARYANA,KAITHAL,12,365
3080,HARYANA,KARNAL,12,387
3081,HARYANA,KURUKSHETRA,12,444
3082,HARYANA,MAHENDRAGARH,12,472
3083,HARYANA,MEWAT,12,492
3084,HARYANA,PANCHKULA,12,562
3085,HARYANA,PANIPAT,12,565
3086,HARYANA,REWARI,12,630
3087,HARYANA,ROHTAK,12,632
3088,HARYANA,SIRSA,12,692
3089,HARYANA,SONIPAT,12,702
3090,HARYANA,YAMUNANAGAR,12,803
3092,HIMACHAL PRADESH,BILASPUR,13,107
3093,HIMACHAL PRADESH,CHAMBA,13,134
3094,HIMACHAL PRADESH,G.R.P.,13,239
3095,HIMACHAL PRADESH,HAMIRPUR,13,284
3096,HIMACHAL PRADESH,KANGRA,13,372
3097,HIMACHAL PRADESH,KINNAUR,13,411
3098,HIMACHAL PRADESH,KULLU,13,441
3099,HIMACHAL PRADESH,LAHAUL-SPITI,13,449
3100,HIMACHAL PRADESH,MANDI,13,480
3101,HIMACHAL PRADESH,SHIMLA,13,671
3102,HIMACHAL PRADESH,SIRMAUR,13,690
3103,HIMACHAL PRADESH,SOLAN,13,697
3104,HIMACHAL PRADESH,UNA,13,768
3106,JAMMU & KASHMIR,ANANTNAG,14,29
3107,JAMMU & KASHMIR,AWANTIPORA,14,43
3108,JAMMU & KASHMIR,BARAMULLA,14,68
3109,JAMMU & KASHMIR,BORDER,14,115
3110,JAMMU & KASHMIR,BUDGAM,14,118
3111,JAMMU & KASHMIR,CRIME JAMMU,14,167
3112,JAMMU & KASHMIR,CRIME SRINAGAR,14,169
3113,JAMMU & KASHMIR,DODA,14,214
3114,JAMMU & KASHMIR,GANDERBAL,14,248
3115,JAMMU & KASHMIR,HANDWARA,14,286
3116,JAMMU & KASHMIR,JAMMU,14,337
3117,JAMMU & KASHMIR,KARGIL,14,384
3118,JAMMU & KASHMIR,KATHUA,14,390
3119,JAMMU & KASHMIR,KULGAM,14,440
3120,JAMMU & KASHMIR,KUPWARA,14,442
3121,JAMMU & KASHMIR,LEH,14,457
3122,JAMMU & KASHMIR,POONCH,14,583
3123,JAMMU & KASHMIR,PULWAMA,14,590
3124,JAMMU & KASHMIR,RAILWAYS,14,603
3125,JAMMU & KASHMIR,RAJOURI,14,615
3126,JAMMU & KASHMIR,RAMBAN,14,619
3127,JAMMU & KASHMIR,REASI,14,628
3128,JAMMU & KASHMIR,SRINAGAR,14,712
3129,JAMMU & KASHMIR,UDHAMPUR,14,762
3131,JHARKHAND,BOKARO,15,112
3132,JHARKHAND,CHAIBASA,15,132
3133,JHARKHAND,CHATRA,15,143
3134,JHARKHAND,DEOGHAR,15,192
3135,JHARKHAND,DHANBAD,15,197
3136,JHARKHAND,DHANBAD RLY.,15,198
3137,JHARKHAND,DUMKA,15,215
3138,JHARKHAND,GARHWA,15,252
3139,JHARKHAND,GIRIDIH,15,261
3140,JHARKHAND,GODDA,15,263
3141,JHARKHAND,GUMLA,15,274
3142,JHARKHAND,HAZARIBAGH,15,294
3143,JHARKHAND,JAMSHEDPUR,15,339
3144,JHARKHAND,JAMSHEDPUR RLY.,15,340
3145,JHARKHAND,JAMTARA,15,341
3146,JHARKHAND,KODERMA,15,416
3147,JHARKHAND,LATEHAR,15,454
3148,JHARKHAND,LOHARDAGGA,15,458
3149,JHARKHAND,PAKUR,15,556
3150,JHARKHAND,PALAMU,15,558
3151,JHARKHAND,RANCHI,15,623
3152,JHARKHAND,SAHEBGANJ,15,642
3153,JHARKHAND,SARAIKELA,15,652
3154,JHARKHAND,SIMDEGA,15,686
3156,KARNATAKA,BAGALKOT,16,48
3157,KARNATAKA,BANGALORE COMMR.,16,61
3158,KARNATAKA,BANGALORE RURAL,16,62
3159,KARNATAKA,BELGAUM,16,81
3160,KARNATAKA,BELLARY,16,82
3161,KARNATAKA,BIDAR,16,102
3162,KARNATAKA,BIJAPUR,16,104
3163,KARNATAKA,CHAMARAJNAGAR,16,133
3164,KARNATAKA,CHICKMAGALUR,16,150
3165,KARNATAKA,CHITRADURGA,16,152
3166,KARNATAKA,DAKSHIN KANNADA,16,178
3167,KARNATAKA,DAVANAGERE,16,187
3168,KARNATAKA,DHARWAD COMMR.,16,201
3169,KARNATAKA,DHARWAD RURAL,16,202
3170,KARNATAKA,GADAG,16,245
3171,KARNATAKA,GULBARGA,16,273
3172,KARNATAKA,HASSAN,16,291
3173,KARNATAKA,HAVERI,16,293
3174,KARNATAKA,K.G.F.,16,362
3175,KARNATAKA,KODAGU,16,415
3176,KARNATAKA,KOLAR,16,419
3177,KARNATAKA,KOPPAL,16,427
3178,KARNATAKA,MANDYA,16,483
3179,KARNATAKA,MYSORE COMMR.,16,512
3180,KARNATAKA,MYSORE RURAL,16,513
3181,KARNATAKA,RAICHUR,16,600
3182,KARNATAKA,RAILWAYS,16,603
3183,KARNATAKA,SHIMOGA,16,672
3184,KARNATAKA,TUMKUR,16,759
3185,KARNATAKA,UDUPI,16,764
3186,KARNATAKA,UTTAR KANNADA,16,773
3188,KERALA,ALAPUZHA,17,12
3189,KERALA,CBCID,17,129
3190,KERALA,ERNAKULAM COMMR.,17,222
3191,KERALA,ERNAKULAM RURAL,17,223
3192,KERALA,IDUKKI,17,306
3193,KERALA,KANNUR,17,375
3194,KERALA,KASARGOD,17,389
3195,KERALA,KOLLAM,17,423
3196,KERALA,KOTTAYAM,17,434
3197,KERALA,KOZHIKODE COMMR.,17,436
3198,KERALA,KOZHIKODE RURAL,17,437
3199,KERALA,MALAPPURAM,17,476
3200,KERALA,PALAKKAD,17,557
3201,KERALA,PATHANAMTHITTA,17,571
3202,KERALA,RAILWAYS,17,603
3203,KERALA,THRISSUR,17,743
3204,KERALA,TRIVANDRUM COMMR.,17,756
3205,KERALA,TRIVANDRUM RURAL,17,757
3206,KERALA,WAYANADU,17,798
3208,MADHYA PRADESH,ANUPPUR,19,33
3209,MADHYA PRADESH,ASHOK NAGAR,19,38
3210,MADHYA PRADESH,BALAGHAT,19,53
3211,MADHYA PRADESH,BARWANI,19,74
3212,MADHYA PRADESH,BETUL,19,86
3213,MADHYA PRADESH,BHIND,19,97
3214,MADHYA PRADESH,BHOPAL,19,100
3215,MADHYA PRADESH,BHOPAL RLY.,19,101
3216,MADHYA PRADESH,BURHANPUR,19,123
3217,MADHYA PRADESH,CHHATARPUR,19,148
3218,MADHYA PRADESH,CHHINDWARA,19,149
3219,MADHYA PRADESH,DAMOH,19,180
3220,MADHYA PRADESH,DATIYA,19,185
3221,MADHYA PRADESH,DEWAS,19,194
3222,MADHYA PRADESH,DHAR,19,199
3223,MADHYA PRADESH,DINDORI,19,212
3224,MADHYA PRADESH,GUNA,19,275
3225,MADHYA PRADESH,GWALIOR,19,282
3226,MADHYA PRADESH,HARDA,19,288
3227,MADHYA PRADESH,HOSHANGABAD,19,299
3228,MADHYA PRADESH,INDORE,19,312
3229,MADHYA PRADESH,INDORE RLY.,19,313
3230,MADHYA PRADESH,JABALPUR,19,315
3231,MADHYA PRADESH,JABALPUR RLY.,19,316
3232,MADHYA PRADESH,JHABUA,19,347
3233,MADHYA PRADESH,KATNI,19,393
3234,MADHYA PRADESH,KHANDWA,19,400
3235,MADHYA PRADESH,KHARGON,19,403
3236,MADHYA PRADESH,MANDLA,19,481
3237,MADHYA PRADESH,MANDSAUR,19,482
3238,MADHYA PRADESH,MORENA,19,499
3239,MADHYA PRADESH,NARSINGHPUR,19,531
3240,MADHYA PRADESH,NEEMUCH,19,540
3241,MADHYA PRADESH,PANNA,19,566
3242,MADHYA PRADESH,RAISEN,19,609
3243,MADHYA PRADESH,RAJGARH,19,611
3244,MADHYA PRADESH,RATLAM,19,625
3245,MADHYA PRADESH,REWA,19,629
3246,MADHYA PRADESH,SAGAR,19,639
3247,MADHYA PRADESH,SATNA,19,657
3248,MADHYA PRADESH,SEONI,19,663
3249,MADHYA PRADESH,SHAHDOL,19,665
3250,MADHYA PRADESH,SHAJAPUR,19,667
3251,MADHYA PRADESH,SHEOPUR,19,670
3252,MADHYA PRADESH,SHIVPURI,19,673
3253,MADHYA PRADESH,SIDHI,19,681
3254,MADHYA PRADESH,SIHORE,19,682
3255,MADHYA PRADESH,TIKAMGARH,19,746
3256,MADHYA PRADESH,UJJAIN,19,765
3257,MADHYA PRADESH,UMARIYA,19,767
3258,MADHYA PRADESH,VIDISHA,19,781
3260,MAHARASHTRA,AHMEDNAGAR,20,7
3261,MAHARASHTRA,AKOLA,20,11
3262,MAHARASHTRA,AMRAVATI COMMR.,20,22
3263,MAHARASHTRA,AMRAVATI RURAL,20,23
3264,MAHARASHTRA,AURANGABAD COMMR.,20,41
3265,MAHARASHTRA,AURANGABAD RURAL,20,42
3266,MAHARASHTRA,BEED,20,79
3267,MAHARASHTRA,BHANDARA,20,90
3268,MAHARASHTRA,BULDHANA,20,120
3269,MAHARASHTRA,CHANDRAPUR,20,141
3270,MAHARASHTRA,DHULE,20,207
3271,MAHARASHTRA,GADCHIROLI,20,246
3272,MAHARASHTRA,GONDIA,20,267
3273,MAHARASHTRA,HINGOLI,20,296
3274,MAHARASHTRA,JALGAON,20,332
3275,MAHARASHTRA,JALNA,20,333
3276,MAHARASHTRA,KOLHAPUR,20,421
3277,MAHARASHTRA,LATUR,20,455
3278,MAHARASHTRA,MUMBAI,20,503
3279,MAHARASHTRA,MUMBAI RLY.,20,505
3280,MAHARASHTRA,NAGPUR COMMR.,20,519
3281,MAHARASHTRA,NAGPUR RLY.,20,520
3282,MAHARASHTRA,NAGPUR RURAL,20,521
3283,MAHARASHTRA,NANDED,20,527
3284,MAHARASHTRA,NANDURBAR,20,528
3285,MAHARASHTRA,NASIK COMMR.,20,532
3286,MAHARASHTRA,NASIK RURAL,20,533
3287,MAHARASHTRA,NAVI MUMBAI,20,535
3288,MAHARASHTRA,OSMANABAD,20,554
3289,MAHARASHTRA,PARBHANI,20,568
3290,MAHARASHTRA,PUNE COMMR.,20,591
3291,MAHARASHTRA,PUNE RLY.,20,592
3292,MAHARASHTRA,PUNE RURAL,20,593
3293,MAHARASHTRA,RAIGAD,20,601
3294,MAHARASHTRA,RATNAGIRI,20,626
3295,MAHARASHTRA,SANGLI,20,649
3296,MAHARASHTRA,SATARA,20,656
3297,MAHARASHTRA,SINDHUDURG,20,687
3298,MAHARASHTRA,SOLAPUR COMMR.,20,698
3299,MAHARASHTRA,SOLAPUR RURAL,20,699
3300,MAHARASHTRA,THANE COMMR.,20,732
3301,MAHARASHTRA,THANE RURAL,20,733
3302,MAHARASHTRA,WARDHA,20,796
3303,MAHARASHTRA,WASHIM,20,797
3304,MAHARASHTRA,YAVATMAL,20,804
3306,MANIPUR,BISHNUPUR,21,109
3307,MANIPUR,CHANDEL,21,138
3308,MANIPUR,CHURACHANDPUR,21,156
3309,MANIPUR,IMPHAL(EAST),21,310
3310,MANIPUR,IMPHAL(WEST),21,311
3311,MANIPUR,SENAPATI,21,662
3312,MANIPUR,TAMENGLONG,21,727
3313,MANIPUR,THOUBAL,21,742
3314,MANIPUR,UKHRUL,21,766
3316,MEGHALAYA,GARO HILLS EAST,22,254
3317,MEGHALAYA,GARO HILLS SOUTH,22,255
3318,MEGHALAYA,GARO HILLS WEST,22,256
3319,MEGHALAYA,JAINTIA HILLS,22,320
3320,MEGHALAYA,KHASI HILLS EAST,22,404
3321,MEGHALAYA,KHASI HILLS WEST,22,405
3322,MEGHALAYA,RI-BHOI,22,631
3324,MIZORAM,AIZAWL,23,9
3325,MIZORAM,CHAMPHAI,23,137
3326,MIZORAM,KOLASIB,23,420
3327,MIZORAM,LAWNGTLAI,23,456
3328,MIZORAM,LUNGLEI,23,464
3329,MIZORAM,MAMIT,23,479
3330,MIZORAM,SAIHA,23,643
3331,MIZORAM,SERCHHIP,23,664
3333,NAGALAND,DIMAPUR,24,210
3334,NAGALAND,KIPHIRE,24,412
3335,NAGALAND,KOHIMA,24,417
3336,NAGALAND,MOKOKCHUNG,24,496
3337,NAGALAND,MON,24,497
3338,NAGALAND,PEREN,24,578
3339,NAGALAND,PHEK,24,579
3340,NAGALAND,TUENSANG,24,758
3341,NAGALAND,WOKHA,24,801
3342,NAGALAND,ZUNHEBOTO,24,805
3344,ODISHA,ANGUL,25,31
3345,ODISHA,BALASORE,25,54
3346,ODISHA,BARAGARH,25,67
3347,ODISHA,BERHAMPUR,25,84
3348,ODISHA,BHADRAK,25,88
3349,ODISHA,BOLANGIR,25,113
3350,ODISHA,BOUDH,25,117
3351,ODISHA,CUTTACK,25,173
3352,ODISHA,DEOGARH,25,191
3353,ODISHA,DHENKANAL,25,204
3354,ODISHA,GAJAPATI,25,247
3355,ODISHA,GANJAM,25,251
3356,ODISHA,JAGATSINGHPUR,25,317
3357,ODISHA,JAJPUR,25,328
3358,ODISHA,JHARSUGUDA,25,352
3359,ODISHA,KALAHANDI,25,366
3360,ODISHA,KANDHAMAL,25,371
3361,ODISHA,KENDRAPARA,25,396
3362,ODISHA,KEONJHAR,25,397
3363,ODISHA,KHURDA,25,410
3364,ODISHA,KORAPUT,25,428
3365,ODISHA,MALKANGIR,25,478
3366,ODISHA,MAYURBHANJ,25,488
3367,ODISHA,NAYAGARH,25,539
3368,ODISHA,NOWRANGPUR,25,552
3369,ODISHA,NUAPADA,25,553
3370,ODISHA,PURI,25,595
3371,ODISHA,RAYAGADA,25,627
3372,ODISHA,ROURKELA,25,635
3373,ODISHA,SAMBALPUR,25,648
3374,ODISHA,SONEPUR,25,701
3375,ODISHA,SRP(CUTTACK),25,713
3376,ODISHA,SRP(ROURKELA),25,714
3377,ODISHA,SUNDARGARH,25,721
3379,PUNJAB,AMRITSAR,27,25
3380,PUNJAB,BARNALA,27,72
3381,PUNJAB,BATALA,27,77
3382,PUNJAB,BHATINDA,27,93
3383,PUNJAB,FARIDKOT,27,229
3384,PUNJAB,FATEHGARH SAHIB,27,232
3385,PUNJAB,FEROZPUR,27,236
3386,PUNJAB,G.R.P,27,238
3387,PUNJAB,GURDASPUR,27,279
3388,PUNJAB,HOSHIARPUR,27,300
3389,PUNJAB,JAGRAON,27,319
3390,PUNJAB,JALANDHAR,27,329
3391,PUNJAB,KAPURTHALA,27,380
3392,PUNJAB,KHANNA,27,401
3393,PUNJAB,LUDHIANA,27,462
3394,PUNJAB,MAJITHA,27,475
3395,PUNJAB,MANSA,27,485
3396,PUNJAB,MOGA,27,495
3397,PUNJAB,MUKTSAR,27,502
3398,PUNJAB,NAWAN SHAHR,27,538
3399,PUNJAB,PATIALA,27,573
3400,PUNJAB,ROPAR,27,634
3401,PUNJAB,SANGRUR,27,650
3402,PUNJAB,TARN TARAN,27,729
3404,RAJASTHAN,AJMER,28,10
3405,RAJASTHAN,ALWAR,28,17
3406,RAJASTHAN,BANSWARA,28,65
3407,RAJASTHAN,BARAN,28,69
3408,RAJASTHAN,BARMER,28,71
3409,RAJASTHAN,BHARATPUR,28,91
3410,RAJASTHAN,BHILWARA,28,95
3411,RAJASTHAN,BIKANER,28,106
3412,RAJASTHAN,BUNDI,28,121
3413,RAJASTHAN,CHITTORGARH,28,155
3414,RAJASTHAN,CHURU,28,157
3415,RAJASTHAN,DAUSA,28,186
3416,RAJASTHAN,DHOLPUR,28,205
3417,RAJASTHAN,DUNGARPUR,28,216
3418,RAJASTHAN,G.R.P.,28,239
3419,RAJASTHAN,GANGANAGAR,28,250
3420,RAJASTHAN,HANUMANGARH,28,287
3421,RAJASTHAN,JAIPUR,28,321
3422,RAJASTHAN,JAISALMER,28,327
3423,RAJASTHAN,JALORE,28,334
3424,RAJASTHAN,JHALAWAR,28,349
3425,RAJASTHAN,JHUNJHUNU,28,353
3426,RAJASTHAN,JODHPUR,28,355
3427,RAJASTHAN,KARAULI,28,382
3428,RAJASTHAN,KOTA,28,431
3429,RAJASTHAN,NAGAUR,28,518
3430,RAJASTHAN,PALI,28,560
3431,RAJASTHAN,RAJSAMAND,28,616
3432,RAJASTHAN,SAWAI MADHOPUR,28,658
3433,RAJASTHAN,SIKAR,28,683
